,Record Type,Make,Body Type,Registration Class
8670,VEH,JBENT,trailer,6
8671,TRL,REINT,trailer,6
8672,TRL,ROLL,trailer,6
8673,TRL,DYNA,trailer,6
8674,TRL,SHORL,trailer,6
8675,TRL,BE/TE,trailer,6
8676,TRL,IR/DO,trailer,6
8677,TRL,BEST,trailer,6
8678,VEH,FORD,limousine,6
8680,TRL,CUSTM,big truck,6
8681,TRL,BGTM,trailer,6
8682,TRL,STARL,trailer,6
8683,VEH,AUHE,convertible,6
8684,TRL,OCTAN,trailer,6
8686,TRL,HILBI,trailer,6
8688,TRL,PROBI,trailer,6
8689,TRL,STAR,big truck,6
8690,TRL,HAMME,trailer,6
8691,TRL,COXS,trailer,6
8692,TRL,TOPLI,big truck,6
8693,VEH,KENIL,snow plow,6
8695,TRL,INTE,trailer,6
8696,TRL,DOLPH,trailer,6
8697,TRL,FREED,station wagon/sport utility vehicle,6
8698,TRL,MON,trailer,6
8699,TRL,HO/DA,station wagon/sport utility vehicle,6
8700,VEH,MAGEL,trailer,6
8702,VEH,CHRYS,van,6
8703,TRL,BA/MA,trailer,6
8704,TRL,WITCO,trailer,6
8705,VEH,ITI,trailer,6
8706,TRL,SEALN,trailer,6
8707,VEH,MORBA,snow plow,6
8709,VEH,DISC,trailer,6
8710,TRL,RECON,trailer,6
8711,VEH,WHGMC,big truck,6
8712,TRL,DIXIE,trailer,6
8713,VEH,HUPMO,3-door,6
8714,TRL,PEQUE,big truck,6
8715,TRL,HOME,station wagon/sport utility vehicle,6
8716,TRL,MUVAL,trailer,6
8717,TRL,SL/GR,trailer,6
8718,VEH,GATOR,trailer,6
8719,TRL,RUNWA,trailer,6
8720,TRL,BREW,trailer,6
8721,VEH,INGER,station wagon/sport utility vehicle,6
8722,SNOW,SE/DO,snow plow,6
8723,VEH,JIAYU,motorcycle,6
8724,VEH,POLAE,multi-wheeled vehicle,6
8729,VEH,CHEVE,station wagon/sport utility vehicle,6
8730,TRL,SEMIN,trailer,6
8732,TRL,STOLL,trailer,6
8733,TRL,KZ/DU,trailer,6
8734,TRL,AL/AM,trailer,6
8735,TRL,EXPRE,station wagon/sport utility vehicle,6
8736,TRL,RUSHM,trailer,6
8737,SNOW,POLAS,snow plow,6
8738,VEH,CHEVR,van,6
8739,TRL,CURAH,trailer,6
8740,VEH,CR/CO,trailer,6
8741,VEH,JA/BA,motorcycle,6
8743,VEH,SUNSE,trailer,6
8744,VEH,MIFU,big truck,6
8745,TRL,CARY,trailer,6
8746,TRL,FAST,trailer,6
8747,VEH,REISE,trailer,6
8748,TRL,LO/RO,trailer,6
8749,TRL,VMA,trailer,6
8750,TRL,RA/VE,trailer,6
8752,TRL,ROLLI,trailer,6
8753,TRL,SHOPB,trailer,6
8754,VEH,BL/HA,motorcycle,6
8755,VEH,BRAVO,trailer,6
8756,TRL,VI/FI,trailer,6
8757,TRL,CYON,trailer,6
8758,VEH,AUTOC,snow plow,6
8759,VEH,TRI,convertible,6
8760,VEH,WE/ST,snow plow,6
8761,VEH,BROCK,tow truck / wrecker,6
8762,VEH,MTRHM,trailer,6
8763,VEH,VOLKS,motorcycle,6
8764,VEH,WANCO,trailer,6
8765,TRL,KINGA,trailer,6
8766,TRL,LOCHI,trailer,6
8767,TRL,PREM,trailer,6
8768,TRL,D&E,trailer,6
8769,TRL,FIRES,trailer,6
8770,TRL,PAMU,trailer,6
8771,VEH,MADZA,convertible,6
8772,VEH,MAULD,tractor,6
8776,VEH,FRGHT,truck,6
8777,TRL,DELCO,trailer,6
8778,TRL,BE/TI,trailer,6
8779,TRL,TITAN,big truck,6
8780,TRL,GRDA,trailer,6
8781,TRL,BI/BU,trailer,6
8782,TRL,CA/IN,trailer,6
8783,VEH,JO/DR,power shovel,6
8785,TRL,REDR,trailer,6
8786,TRL,SERRO,trailer,6
8787,TRL,KAUFA,trailer,6
8789,VEH,ROCKP,truck,6
8790,TRL,AUTO,trailer,6
8791,VEH,ROAD,trailer,6
8792,TRL,CHILT,station wagon/sport utility vehicle,6
8794,TRL,DMC,trailer,6
8795,VEH,CO/WA,trailer,6
8796,TRL,HI/TE,trailer,6
8797,TRL,CHANZ,trailer,6
8798,TRL,PENNS,big truck,6
8799,TRL,PE/TR,trailer,6
8800,TRL,ENTER,trailer,6
8801,VEH,TIMBE,trailer,6
8803,TRL,JTCS,trailer,6
8804,TRL,LDRT,trailer,6
8805,TRL,HOMS,trailer,6
8806,VEH,SUZUI,multi-wheeled vehicle,6
8807,VEH,GR/DA,trailer,6
8808,TRL,SI/ME,trailer,6
8809,VEH,AMGE,station wagon/sport utility vehicle,6
8810,TRL,BECK,station wagon/sport utility vehicle,6
8811,VEH,ST/AI,trailer,6
8814,VEH,ACSI,trailer,6
8815,TRL,PRATT,trailer,6
8816,TRL,FV/ST,trailer,6
8818,TRL,SPHVN,trailer,6
8819,VEH,DORSE,big truck,6
8820,VEH,TWIST,motorcycle,6
8821,TRL,LITE,trailer,6
8822,TRL,ETNYE,trailer,6
8823,TRL,CA/MT,trailer,6
8825,VEH,TE/BR,trailer,6
8826,TRL,D&S,trailer,6
8827,TRL,DIAMO,station wagon/sport utility vehicle,6
8828,TRL,EAGLE,trailer,6
8829,VEH,DCT,trailer,6
8830,TRL,PARTE,trailer,6
8831,VEH,CASE,truck,6
8833,VEH,LEGAC,trailer,6
8834,VEH,FRTLN,bus,6
8835,VEH,ENFIE,motorcycle,6
8836,VEH,BG/TX,trailer,6
8837,VEH,BOWIE,trailer,6
8838,VEH,INT,big truck,6
8839,VEH,CHYRS,station wagon/sport utility vehicle,6
8841,TRL,APACH,trailer,6
8842,VEH,TH/CR,trailer,6
8843,VEH,RO/SO,trailer,6
8844,TRL,SP/TE,trailer,6
8845,TRL,EASYL,trailer,6
8846,VEH,JA/MA,trailer,6
8847,VEH,BUS,bus,6
8848,TRL,IR/HO,trailer,6
8849,VEH,BOSSH,motorcycle,6
8850,TRL,HANNI,trailer,6
8852,TRL,METZE,trailer,6
8853,TRL,TR/CR,big truck,6
8854,TRL,BENLE,trailer,6
8857,VEH,WILLI,trailer,6
8859,TRL,CENTU,trailer,6
8861,TRL,DELTA,station wagon/sport utility vehicle,6
8864,TRL,EMES,trailer,6
8865,VEH,NE/HO,truck,6
8868,TRL,PEQUE,trailer,6
8869,TRL,SA/TO,trailer,6
8872,VEH,FRGHT,big truck,6
8873,TRL,CRONT,trailer,6
8874,VEH,OSHKO,trailer,6
8875,VEH,PE/BI,big truck,6
8877,TRL,CARG,trailer,6
8878,TRL,TARNE,trailer,6
8879,TRL,GOLDH,trailer,6
8880,VEH,TRIUM,sedan,6
8881,TRL,FIVE,trailer,6
8882,VEH,TNT,trailer,6
8883,TRL,FOREM,trailer,6
8885,TRL,HMADE,trailer,6
8888,VEH,MUSTA,truck,6
8889,VEH,MOTUS,motorcycle,6
8890,TRL,SEARA,trailer,6
8892,VEH,SAVAN,van,6
8893,VEH,YAMAH,big truck,6
8895,TRL,JE/JA,trailer,6
8896,TRL,MONT,trailer,6
8898,VEH,HMDE,motorcycle,6
8901,VEH,AL/LI,trailer,6
8902,VEH,POLAI,multi-wheeled vehicle,6
8903,TRL,RUGGE,trailer,6
8904,VEH,FRTLN,truck,6
8906,TRL,BIG,trailer,6
8908,TRL,GU/ST,trailer,6
8909,VEH,FREE,trailer,6
8910,VEH,KAWAS,power shovel,6
8912,TRL,BLIZA,trailer,6
8914,TRL,VALOR,trailer,6
8915,TRL,HYDRA,trailer,6
8918,VEH,CHYRS,sedan,6
8920,TRL,KOMP,trailer,6
8921,TRL,SELEC,trailer,6
8922,TRL,DAG,trailer,6
8924,TRL,MCCL,trailer,6
8925,VEH,CHE,convertible,6
8927,TRL,EZ/LA,trailer,6
8928,TRL,SHELB,station wagon/sport utility vehicle,6
8929,VEH,PROVO,bus,6
8930,VEH,BETA,multi-wheeled vehicle,6
8932,TRL,SPACE,trailer,6
8934,TRL,CA/SU,station wagon/sport utility vehicle,6
8935,VEH,ALLAR,convertible,6
8936,TRL,HAUM,trailer,6
8937,VEH,CHNFG,motorcycle,6
8938,VEH,IMPUL,bus,6
8941,TRL,BREW,trailer,6
8942,VEH,BUICK,truck,6
8943,TRL,FRENC,trailer,6
8944,TRL,XT/LT,trailer,6
8945,VEH,FROD,van,6
8946,VEH,FERME,snow plow,6
8947,TRL,EASTE,trailer,6
8949,TRL,BW/TR,trailer,6
8950,TRL,RSCG,trailer,6
8951,VEH,LA/RO,station wagon/sport utility vehicle,6
8952,VEH,JAY,trailer,6
8953,VEH,SIGHT,trailer,6
8955,VEH,HENDE,motorcycle,6
8956,TRL,BRUNC,big truck,6
8957,VEH,INT,snow plow,6
8958,TRL,MA/TO,station wagon/sport utility vehicle,6
8959,TRL,TMT,trailer,6
8960,TRL,HU/PO,trailer,6
8961,VEH,DA/DA,motorcycle,6
8963,VEH,DAZON,motorcycle,6
8966,VEH,MI/BI,van,6
8967,TRL,OAKMO,trailer,6
8968,TRL,ADAM,trailer,6
8969,TRL,GIANT,trailer,6
8970,TRL,NUWA,trailer,6
8971,TRL,SE/TE,trailer,6
8973,TRL,LD/RI,trailer,6
8975,VEH,DODG,sedan,6
8976,VEH,ZIMME,3-door,6
8977,VEH,PIA,motorcycle,6
8978,TRL,LA/CA,trailer,6
8979,TRL,HY/TR,trailer,6
8980,TRL,TARTR,trailer,6
8981,TRL,ALKOT,trailer,6
8982,TRL,TARGE,trailer,6
8983,TRL,SKL,big truck,6
8984,VEH,CATE,power shovel,6
8985,VEH,UD,big truck,6
8986,TRL,BI/TE,big truck,6
8987,TRL,CA/OZ,trailer,6
8989,TRL,TILT,trailer,6
8990,TRL,GRUMM,trailer,6
8991,VEH,NISSA,sedan,6
8992,VEH,CCMH,trailer,6
8993,TRL,HUD,trailer,6
8994,VEH,MIT,big truck,6
8996,VEH,YAHAH,multi-wheeled vehicle,6
8997,TRL,PRESV,big truck,6
8998,TRL,FRUEF,trailer,6
8999,VEH,SULLI,trailer,6
9000,TRL,WARD,trailer,6
9001,TRL,TAG,trailer,6
9002,TRL,DUNRI,trailer,6
9004,TRL,PAGI,trailer,6
9006,TRL,STNGR,trailer,6
9007,TRL,WARL,trailer,6
9008,TRL,SH/TR,trailer,6
9009,TRL,TRA,trailer,6
9011,VEH,RAM,lift boom,6
9012,TRL,H&HTR,trailer,6
9013,VEH,VERME,trailer,6
9014,TRL,LARK,station wagon/sport utility vehicle,6
9016,VEH,FUSO,van,6
9017,TRL,LEEBO,trailer,6
9018,TRL,STLTH,trailer,6
9020,TRL,COUNT,trailer,6
9021,TRL,UT/TR,trailer,6
9022,TRL,KINGO,trailer,6
9023,TRL,SCHUT,trailer,6
9024,TRL,TT,big truck,6
9025,VEH,HYUND,trailer,6
9026,TRL,H&S,station wagon/sport utility vehicle,6
9027,VEH,ICEBE,motorcycle,6
9028,VEH,HA/HD,motorcycle,6
9029,TRL,TA/GA,trailer,6
9030,VEH,YAHMA,motorcycle,6
9031,VEH,AL/BA,trailer,6
9032,VEH,SOLAR,trailer,6
9034,TRL,CMAI,trailer,6
9036,TRL,JJ/EN,trailer,6
9037,TRL,VN/TR,trailer,6
9038,TRL,HAYES,trailer,6
9040,TRL,HO/SC,trailer,6
9042,TRL,TRAIL,van,6
9043,TRL,BELMT,trailer,6
9045,VEH,AMC,big truck,6
9047,VEH,PLMOU,3-door,6
9048,TRL,PROLI,trailer,6
9049,TRL,ST/LI,big truck,6
9050,TRL,SP/CO,big truck,6
9052,TRL,ID/QU,trailer,6
9053,VEH,KE/WO,big truck,6
9054,VEH,GIANT,big truck,6
9055,VEH,DIARE,big truck,6
9056,TRL,DURA,trailer,6
9057,TRL,MA/TL,trailer,6
9058,VEH,JAQUA,convertible,6
9059,TRL,MODER,big truck,6
9060,TRL,CUST,trailer,6
9061,TRL,ALLMA,trailer,6
9062,TRL,KRAVA,trailer,6
9063,TRL,HUDSO,trailer,6
9064,TRL,NO/SC,trailer,6
9067,VEH,LIMA,lift boom,6
9068,VEH,REVO,trailer,6
9069,TRL,SP/VA,trailer,6
9070,TRL,M&R,trailer,6
9071,VEH,ASPEC,trailer,6
9073,VEH,CHRY,3-door,6
9074,TRL,ARIS,trailer,6
9075,TRL,G&D,big truck,6
9076,VEH,MARMO,big truck,6
9077,TRL,SLEDB,trailer,6
9078,VEH,GENER,trailer,6
9079,VEH,WE/ST,truck,6
9081,TRL,ZING,trailer,6
9083,VEH,CATIP,power shovel,6
9084,TRL,IN/TG,trailer,6
9085,TRL,QUICK,trailer,6
9086,TRL,NO/ST,trailer,6
9087,VEH,DAT,3-door,6
9088,VEH,TRADE,trailer,6
9089,VEH,TRAN,bus,6
9090,VEH,POR,3-door,6
9091,SNOW,YAHAH,snow plow,6
9092,VEH,DURAN,sedan,6
9093,TRL,EMPIR,trailer,6
9094,TRL,FELT,trailer,6
9095,TRL,TYGAR,trailer,6
9096,TRL,REEL,trailer,6
9097,TRL,AM/EN,trailer,6
9100,VEH,FR/LA,trailer,6
9101,VEH,H&S,trailer,6
9102,TRL,JANDJ,trailer,6
9103,VEH,GMC,unknown,6
9104,VEH,AM/SP,multi-wheeled vehicle,6
9105,VEH,SP/HA,trailer,6
9106,TRL,FTWD,trailer,6
9107,VEH,DO/IN,trailer,6
9108,VEH,MOT,motorcycle,6
9109,VEH,SICAR,unknown,6
9110,TRL,DELUX,trailer,6
9112,TRL,BU/DA,trailer,6
9113,VEH,WA/NE,trailer,6
9114,TRL,UN/EX,trailer,6
9115,TRL,HOMD,trailer,6
9116,VEH,LULL,power shovel,6
9117,VEH,AVANT,convertible,6
9119,TRL,BRUNC,big truck,6
9120,SNOW,YAMHA,snow plow,6
9121,TRL,PREFO,trailer,6
9123,VEH,KOLPI,multi-wheeled vehicle,6
9124,VEH,ROEN,motorcycle,6
9125,VEH,CUSTO,sedan,6
9127,VEH,YA/CL,trailer,6
9128,TRL,DIA,trailer,6
9129,TRL,BRAZO,trailer,6
9130,VEH,BUDD,trailer,6
9131,VEH,HUBER,snow plow,6
9132,TRL,ALLTR,trailer,6
9133,VEH,GREAT,trailer,6
9134,TRL,FE/LT,trailer,6
9135,TRL,DCT,trailer,6
9136,TRL,CHERK,trailer,6
9137,VEH,JACOB,snow plow,6
9139,TRL,CL/CA,trailer,6
9140,VEH,NW/HO,tractor,6
9141,VEH,AMGEN,sedan,6
9142,TRL,KZ,trailer,6
9143,VEH,NEO,trailer,6
9144,TRL,KE/ST,trailer,6
9146,TRL,LO/EZ,trailer,6
9147,TRL,PA/MA,trailer,6
9149,VEH,JD,snow plow,6
9150,VEH,MOMEN,trailer,6
9151,VEH,SPTN,trailer,6
9153,VEH,GA/GA,motorcycle,6
9154,TRL,HOMA,trailer,6
9155,TRL,ME/CO,trailer,6
9156,TRL,INDIA,trailer,6
9157,VEH,BX/TR,trailer,6
9158,TRL,OWEN,trailer,6
9159,VEH,FELL,trailer,6
9162,TRL,TE/ME,trailer,6
9163,TRL,PHILL,trailer,6
9164,VEH,KIA,station wagon/sport utility vehicle,6
9165,VEH,YOUNG,motorcycle,6
9166,TRL,CONST,trailer,6
9167,VEH,BRADL,3-door,6
9169,TRL,RTD,trailer,6
9170,TRL,LITTL,trailer,6
9172,TRL,VENTU,trailer,6
9173,VEH,WHITE,truck,6
9174,TRL,POND,trailer,6
9175,TRL,B&J,trailer,6
9176,TRL,ARISE,trailer,6
9177,TRL,SCORP,trailer,6
9178,VEH,AIH,motorcycle,6
9180,TRL,COTN,trailer,6
9181,TRL,ANCHO,trailer,6
9182,TRL,RAM,trailer,6
9183,TRL,LCA,trailer,6
9185,VEH,MELRO,power shovel,6
9186,VEH,OS/KO,snow plow,6
9187,VEH,BLACK,trailer,6
9188,TRL,FREUH,big truck,6
9189,TRL,RIVER,trailer,6
9190,TRL,MOUNT,trailer,6
9191,TRL,MASCR,station wagon/sport utility vehicle,6
9192,TRL,LOUD,trailer,6
9193,TRL,MI/TR,trailer,6
9194,VEH,PE/BU,big truck,6
9196,TRL,VI/CR,trailer,6
9197,TRL,DO/G,trailer,6
9199,TRL,JJ,trailer,6
9200,VEH,NY/CH,motorcycle,6
9201,TRL,CROSS,trailer,6
9202,TRL,LI/TR,trailer,6
9203,VEH,NISSA,truck,6
9204,TRL,JT/MA,trailer,6
9205,VEH,NAVIS,van,6
9206,TRL,CHEVR,trailer,6
9207,TRL,SK/KA,trailer,6
9208,TRL,GPC,trailer,6
9209,VEH,NH,power shovel,6
9210,TRL,TEC,trailer,6
9211,TRL,GRANT,trailer,6
9212,TRL,EASTS,trailer,6
9213,TRL,OLE,trailer,6
9214,TRL,FVFG,trailer,6
9215,TRL,ESCT,trailer,6
9216,TRL,CLARK,trailer,6
9217,TRL,VOYAG,trailer,6
9218,TRL,LANCH,trailer,6
9219,VEH,STUDE,big truck,6
9221,TRL,ME/CR,trailer,6
9223,TRL,TONCO,trailer,6
9224,VEH,FREIT,station wagon/sport utility vehicle,6
9227,TRL,CABAN,trailer,6
9229,TRL,STAGE,trailer,6
9231,TRL,DCT,station wagon/sport utility vehicle,6
9232,VEH,COLUM,motorcycle,6
9233,TRL,YORK,trailer,6
9234,TRL,SEARS,station wagon/sport utility vehicle,6
9236,TRL,SPEC,trailer,6
9237,TRL,CURAH,trailer,6
9238,VEH,AMG,truck,6
9239,VEH,PININ,convertible,6
9240,TRL,BLAC,trailer,6
9241,TRL,IEIGH,trailer,6
9242,VEH,CUSTM,convertible,6
9243,VEH,PEMFA,trailer,6
9247,VEH,SHOWH,trailer,6
9248,VEH,DAIXI,motorcycle,6
9249,TRL,TRAL,trailer,6
9251,VEH,STUDE,big truck,6
9252,VEH,DUPLE,fire,6
9254,TRL,LOOKT,trailer,6
9255,TRL,DI/CR,trailer,6
9256,TRL,TO/HA,trailer,6
9258,TRL,LEE,trailer,6
9259,TRL,HEMIS,trailer,6
9260,VEH,ST/LI,trailer,6
9261,VEH,TR/TC,bus,6
9262,VEH,LA/RO,van,6
9264,VEH,RE/LI,trailer,6
9265,TRL,INTT,trailer,6
9267,TRL,TUF,trailer,6
9268,TRL,FA/TO,trailer,6
9270,TRL,TYTA,trailer,6
9272,VEH,GREY,trailer,6
9273,VEH,DERBI,motorcycle,6
9274,TRL,KZ/CO,trailer,6
9276,TRL,TSC,trailer,6
9277,SNOW,MANTA,snow plow,6
9278,TRL,SPIRI,trailer,6
9279,TRL,HAULI,trailer,6
9280,VEH,FRTL,truck,6
9281,VEH,SPRIN,truck,6
9282,VEH,WK/HS,van,6
9283,TRL,KE/ST,trailer,6
9284,TRL,CREST,trailer,6
9285,TRL,SN/LA,trailer,6
9286,TRL,JJ,trailer,6
9287,TRL,CHAG,trailer,6
9289,TRL,BUTLE,trailer,6
9290,TRL,SPART,station wagon/sport utility vehicle,6
9291,VEH,REXAI,trailer,6
9292,TRL,BURKE,trailer,6
9293,VEH,INTNL,big truck,6
9294,VEH,CARAD,trailer,6
9296,TRL,PROL,trailer,6
9298,TRL,CAMA,trailer,6
9299,TRL,SCOOT,trailer,6
9301,VEH,MAC,snow plow,6
9302,VEH,VEPSA,motorcycle,6
9303,TRL,SN/CO,trailer,6
9304,VEH,BT/MT,trailer,6
9305,VEH,IN/SP,trailer,6
9307,TRL,WILD,trailer,6
9308,VEH,GRIFF,3-door,6
9309,TRL,FO/TR,trailer,6
9310,TRL,PJTRL,trailer,6
9311,TRL,DOOSA,trailer,6
9312,TRL,TALBO,trailer,6
9313,TRL,RPM,trailer,6
9314,TRL,MVM,trailer,6
9315,TRL,POLA,trailer,6
9316,TRL,LO/TR,station wagon/sport utility vehicle,6
9317,TRL,RICH,trailer,6
9318,TRL,RPOD,trailer,6
9320,TRL,JA/SE,trailer,6
9321,TRL,STOUG,big truck,6
9322,TRL,TRITI,trailer,6
9323,TRL,QA/ST,trailer,6
9325,VEH,KOST,trailer,6
9326,TRL,UNKNO,trailer,6
9327,VEH,BR/CH,motorcycle,6
9328,VEH,MO/VE,sedan,6
9330,TRL,CO/BL,trailer,6
9331,TRL,DTE,trailer,6
9332,TRL,TRAI,trailer,6
9333,VEH,GR/PA,sedan,6
9335,VEH,TR/LO,trailer,6
9336,TRL,JYFL,trailer,6
9337,VEH,WO/MI,trailer,6
9339,VEH,MELRO,snow plow,6
9342,TRL,JBE,trailer,6
9343,VEH,CZ/EN,trailer,6
9344,VEH,ISU,truck,6
9345,TRL,GREDA,trailer,6
9346,VEH,KENSW,tractor,6
9347,TRL,VEN,trailer,6
9348,TRL,COT,trailer,6
9349,TRL,GOLD,trailer,6
9350,VEH,PJ,trailer,6
9351,TRL,FTRV,trailer,6
9352,TRL,STARW,trailer,6
9353,TRL,CAULK,trailer,6
9354,TRL,VANSO,trailer,6
9356,VEH,RECON,motorcycle,6
9357,VEH,NEWM,trailer,6
9358,TRL,LONST,trailer,6
9359,VEH,DESOT,convertible,6
9360,TRL,G&D,trailer,6
9361,TRL,TR/FL,station wagon/sport utility vehicle,6
9362,VEH,PET,big truck,6
9363,TRL,STEAD,trailer,6
9364,VEH,KENTW,big truck,6
9365,TRL,MOODY,station wagon/sport utility vehicle,6
9366,VEH,IS,bus,6
9367,TRL,BLAIR,trailer,6
9368,TRL,LIMIT,trailer,6
9369,TRL,UN/GO,trailer,6
9370,TRL,HORSE,trailer,6
9372,TRL,LDTL,trailer,6
9373,TRL,EA/DU,trailer,6
9375,VEH,WH/GM,big truck,6
9376,VEH,HOLSC,trailer,6
9377,TRL,UTLIT,trailer,6
9378,TRL,ROC,trailer,6
9379,TRL,KI/IN,trailer,6
9380,TRL,HICNT,trailer,6
9381,TRL,HACKN,trailer,6
9382,TRL,LA/TR,trailer,6
9383,VEH,AR/IR,motorcycle,6
9385,VEH,H&H,motorcycle,6
9386,TRL,CUSTO,big truck,6
9387,VEH,MITS,truck,6
9389,TRL,EA/CO,trailer,6
9390,VEH,LA/RA,sedan,6
9393,TRL,KI/CA,trailer,6
9394,VEH,WO/HO,station wagon/sport utility vehicle,5
9395,TRL,RINGO,big truck,5
9398,VEH,PROVI,trailer,5
9399,TRL,KENTY,trailer,5
9401,VEH,EA/LA,trailer,5
9403,VEH,KANN,trailer,5
9404,TRL,AL/PR,trailer,5
9405,TRL,COYO,trailer,5
9406,VEH,NORTH,trailer,5
9407,TRL,HO/RA,trailer,5
9409,VEH,MITSU,power shovel,5
9411,VEH,HINOF,big truck,5
9412,VEH,CHALL,snow plow,5
9414,TRL,NORT,trailer,5
9416,VEH,FPRD,van,5
9417,TRL,COUGE,trailer,5
9419,TRL,WALK,trailer,5
9420,TRL,AD/TR,trailer,5
9421,TRL,TRILL,trailer,5
9422,TRL,KINGO,station wagon/sport utility vehicle,5
9423,TRL,BOATW,trailer,5
9424,TRL,HUB,trailer,5
9425,TRL,BRACO,trailer,5
9427,VEH,ALPHA,trailer,5
9428,TRL,BT,trailer,5
9429,VEH,CHOPP,motorcycle,5
9430,TRL,LEGEN,trailer,5
9432,VEH,NOVA,3-door,5
9433,VEH,HARSC,big truck,5
9434,VEH,MER/B,convertible,5
9435,TRL,CONTE,trailer,5
9436,TRL,HOLM,trailer,5
9437,TRL,ADVAN,trailer,5
9438,TRL,CAMPL,trailer,5
9439,TRL,T&R,trailer,5
9440,TRL,TOWR,trailer,5
9441,VEH,FRTLN,big truck,5
9442,VEH,LA/DA,trailer,5
9443,TRL,MI/AT,station wagon/sport utility vehicle,5
9444,TRL,WA/LO,trailer,5
9445,VEH,PIRSC,fire,5
9449,VEH,FRGHT,big truck,5
9450,VEH,DIPLO,trailer,5
9452,TRL,LOADT,trailer,5
9453,TRL,ALLTR,trailer,5
9454,VEH,KAWAZ,motorcycle,5
9455,TRL,PR/DE,trailer,5
9456,VEH,AT/CO,trailer,5
9458,VEH,YING,motorcycle,5
9459,TRL,SOLAR,trailer,5
9461,VEH,ZXYV,motorcycle,5
9462,TRL,NO/TR,trailer,5
9464,VEH,HALO,motorcycle,5
9465,VEH,HAWK,motorcycle,5
9466,VEH,FLEE,trailer,5
9468,VEH,SNOPR,trailer,5
9469,VEH,CAN,motorcycle,5
9471,TRL,STGHN,trailer,5
9473,VEH,HUDSO,station wagon/sport utility vehicle,5
9474,VEH,CLUBC,station wagon/sport utility vehicle,5
9476,TRL,EA/TX,trailer,5
9477,TRL,CRMTE,trailer,5
9478,TRL,LO/ST,trailer,5
9479,VEH,BAJA,motorcycle,5
9480,TRL,ANT,trailer,5
9481,TRL,GR/JU,trailer,5
9482,TRL,ALFA,trailer,5
9483,TRL,SPEN,trailer,5
9484,TRL,PUMA,trailer,5
9485,VEH,KEIZE,trailer,5
9486,VEH,FI/PU,trailer,5
9487,VEH,VICO,motorcycle,5
9488,TRL,LOA,trailer,5
9489,VEH,HYSTE,trailer,5
9490,TRL,COKER,trailer,5
9491,VEH,VICTR,motorcycle,5
9492,VEH,CA/MA,motorcycle,5
9494,TRL,SU/DA,trailer,5
9495,TRL,S&S,trailer,5
9497,TRL,EXCOR,trailer,5
9500,VEH,HARDA,unknown,5
9501,TRL,CRUIS,trailer,5
9502,VEH,RENAU,convertible,5
9503,TRL,GO/ST,trailer,5
9504,TRL,POWER,trailer,5
9505,VEH,NATL,trailer,5
9507,VEH,CHAUS,trailer,5
9509,TRL,BARR,trailer,5
9512,TRL,WH/CA,trailer,5
9515,TRL,PRIME,trailer,5
9516,TRL,THIEL,trailer,5
9517,TRL,GR/LA,trailer,5
9519,VEH,WE/ST,tractor,5
9520,TRL,DELTA,big truck,5
9524,VEH,MODER,trailer,5
9525,VEH,ROOTE,convertible,5
9526,VEH,WALKE,trailer,5
9529,TRL,BE/BU,trailer,5
9530,TRL,NICHO,trailer,5
9531,VEH,MI/FU,tow truck / wrecker,5
9532,VEH,ALAMO,snow plow,5
9533,TRL,TRECK,trailer,5
9534,VEH,KENW,big truck,5
9535,VEH,SMART,trailer,5
9536,VEH,TU/TO,station wagon/sport utility vehicle,5
9537,VEH,STARC,trailer,5
9539,VEH,OSHK,big truck,5
9540,VEH,BARTH,trailer,5
9542,TRL,LONE,trailer,5
9544,TRL,WT/ME,trailer,5
9546,TRL,COVER,trailer,5
9549,VEH,PI/BA,power shovel,5
9550,TRL,HMM,trailer,5
9551,TRL,BURRO,trailer,5
9552,VEH,CONTI,sedan,5
9554,TRL,NA/CA,trailer,5
9555,TRL,RAFCO,trailer,5
9556,TRL,EA/BV,trailer,5
9557,TRL,ELKRI,trailer,5
9559,VEH,VIXEN,trailer,5
9560,TRL,BIGTX,station wagon/sport utility vehicle,5
9562,TRL,MA/CA,trailer,5
9563,VEH,GALLI,snow plow,5
9564,VEH,TR/TC,station wagon/sport utility vehicle,5
9565,VEH,BENT,sedan,5
9566,TRL,PRECI,trailer,5
9567,TRL,BU/PU,trailer,5
9568,TRL,NE/MA,trailer,5
9569,VEH,ALLST,motorcycle,5
9570,VEH,GRAND,trailer,5
9571,VEH,HYUND,truck,5
9572,TRL,FISHE,trailer,5
9576,TRL,JA/CO,trailer,5
9577,TRL,GERVA,trailer,5
9578,TRL,QU/ST,station wagon/sport utility vehicle,5
9579,TRL,PR/DE,trailer,5
9580,TRL,SE/HA,trailer,5
9581,TRL,PHOE,trailer,5
9582,TRL,NANDN,trailer,5
9583,TRL,CITY,trailer,5
9584,TRL,CIMLI,trailer,5
9585,VEH,MVAUG,motorcycle,5
9586,TRL,BILJA,trailer,5
9589,TRL,HOMDE,trailer,5
9590,TRL,GRAND,trailer,5
9592,TRL,GOOS,trailer,5
9594,VEH,TA/ZH,motorcycle,5
9595,TRL,STEAL,station wagon/sport utility vehicle,5
9596,TRL,DI/MO,trailer,5
9597,TRL,TRITT,trailer,5
9599,VEH,VW,van,5
9604,TRL,CHUBB,trailer,5
9606,TRL,PERMO,trailer,5
9607,VEH,EONE,station wagon/sport utility vehicle,5
