,month,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT11,WT13,WT14,WT16,WT18,WT19,WT22,without_driver_troubles
56,2,8.72,0.0,0.0,0.0,0.0,0.0,45,29,0.0,290.0,270.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
57,2,3.13,0.0,0.0,0.0,0.0,0.0,59,36,0.0,220.0,220.0,14.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58,2,5.59,0.0,0.0,0.0,0.0,0.0,50,40,0.0,290.0,310.0,21.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59,2,3.8,0.0,0.37,0.0,0.0,0.0,42,38,0.0,130.0,110.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
60,3,2.01,0.0,0.13,0.0,0.0,0.0,41,37,0.0,70.0,30.0,10.1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
61,3,8.05,0.0,0.16,0.0,0.0,0.0,42,33,0.0,130.0,140.0,17.9,25.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
62,3,4.03,0.0,0.12,0.0,0.0,0.0,56,42,0.0,280.0,280.0,16.1,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
63,3,6.93,0.0,0.0,0.0,0.0,0.0,45,36,0.0,260.0,280.0,16.1,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
64,3,8.5,0.0,0.0,0.0,0.0,0.0,44,28,0.0,290.0,290.0,17.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65,3,7.16,0.0,0.0,0.0,0.0,0.0,44,25,0.0,220.0,220.0,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66,3,8.28,0.0,0.0,0.0,0.0,0.0,62,37,0.0,230.0,210.0,16.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67,3,6.71,0.0,0.0,0.0,0.0,0.0,71,53,0.0,210.0,220.0,17.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
68,3,8.72,0.0,0.02,0.0,0.0,0.0,64,37,0.0,280.0,300.0,17.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
69,3,6.71,0.0,0.0,0.0,0.0,0.0,43,29,0.0,280.0,280.0,17.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,3,7.61,0.0,0.0,0.0,0.0,0.0,61,36,0.0,240.0,250.0,17.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
71,3,4.25,0.0,0.0,0.0,0.0,0.0,71,47,0.0,250.0,260.0,13.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
72,3,5.82,0.0,0.04,0.0,0.0,0.0,74,54,0.0,220.0,220.0,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
73,3,4.47,0.0,0.0,0.0,0.0,0.0,70,50,0.0,60.0,280.0,17.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
74,3,6.71,0.0,0.0,0.0,0.0,0.0,52,43,0.0,50.0,90.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
75,3,3.36,0.0,0.03,0.0,0.0,0.0,51,43,0.0,100.0,70.0,10.1,14.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
76,3,4.92,0.0,0.0,0.0,0.0,0.0,62,45,0.0,160.0,160.0,12.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
77,3,2.91,0.0,0.0,0.0,0.0,0.0,64,46,0.0,230.0,240.0,12.1,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
78,3,4.03,0.0,0.0,0.0,0.0,0.0,74,55,0.0,160.0,150.0,12.1,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
79,3,2.91,0.0,0.0,0.0,0.0,0.0,73,55,0.0,160.0,150.0,10.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
80,3,3.8,0.0,0.0,0.0,0.0,0.0,67,57,0.0,150.0,150.0,10.1,14.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
81,3,3.36,0.0,0.0,0.0,0.0,0.0,78,56,0.0,170.0,170.0,12.1,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
82,3,4.25,0.0,0.0,0.0,0.0,0.0,76,58,0.0,160.0,50.0,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
83,3,7.61,0.0,0.01,0.0,0.0,0.0,65,47,0.0,60.0,80.0,15.0,23.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
84,3,6.93,0.0,0.06,0.0,0.0,0.0,52,45,0.0,60.0,60.0,16.1,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
85,3,7.61,0.0,0.0,0.0,0.0,0.0,54,34,0.0,300.0,300.0,23.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
86,3,5.37,0.0,0.0,0.0,0.0,0.0,51,30,0.0,350.0,290.0,14.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
87,3,5.82,0.0,0.02,0.0,0.0,0.0,67,44,0.0,240.0,240.0,17.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
88,3,8.95,0.0,0.0,0.0,0.0,0.0,61,43,0.0,290.0,300.0,17.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
89,3,4.47,0.0,0.11,0.0,0.0,0.0,57,40,0.0,160.0,170.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
90,3,6.93,0.0,0.26,0.0,0.0,0.0,43,38,0.0,50.0,60.0,19.9,25.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
91,4,2.46,0.0,0.51,0.0,0.0,0.0,52,42,0.0,250.0,240.0,12.1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
